0NumTrajs,LossAfter,ItrTime,1MaxReturn,0MaxReturn,0StdReturn,1NumTrajs,0PolicyExecTime,1Entropy,0EnvExecTime,ComputeUpdatedDistTime,0Perplexity,MeanKL,Time,1Perplexity,1AverageReturn,1StdReturn,MeanKLBefore,0ProcessExecTime,LossBefore,0Entropy,0ExplainedVariance,1ProcessExecTime,1PolicyExecTime,1EnvExecTime,0AverageReturn,1AveragePolicyStd,dLoss,0MinReturn,0AveragePolicyStd,1ExplainedVariance,1MinReturn
400,-0.000643007049803,102.76537299156189,5100.0,4200.0,350.115695164,400,6.731503963470459,2.83649,27.85757040977478,4.906120538711548,17.0795,0.00714910728857,102.76536965370178,17.0558,31.0,334.273839838,-2.94821744795e-09,1.0084073543548584,0.0,2.83788,0.0745820004944,0.8869431018829346,25.96949863433838,26.3031325340271,37.0,0.999317,0.000643007049803,0.0,1.0,0.0454211596208,0.0
400,-0.00344689050689,91.88226819038391,4500.0,8500.0,523.745584707,400,7.307454824447632,2.82338,26.57605767250061,0.3168766498565674,16.7564,0.0066285696812,195.35104513168335,16.8336,101.25,427.987660453,-7.2352155378e-09,0.9486126899719238,1.16997411759e-09,2.81878,0.0604777561146,0.8606102466583252,24.8664288520813,26.289966106414795,89.25,0.992854,0.00344689167687,0.0,0.99054,0.126775954244,0.0
400,-0.00293127237819,93.75870704650879,4400.0,9400.0,854.356153779,400,7.6035590171813965,2.82089,27.95308542251587,0.2970554828643799,16.7378,0.0084221418947,289.89429092407227,16.7918,167.25,536.099279518,-7.56699503057e-09,0.9402437210083008,-2.61934474111e-10,2.81767,0.10368929344,0.8690185546875,24.358956336975098,25.432709455490112,236.75,0.991704,0.00293127211626,0.0,0.990061,0.129164234516,0.0
400,-0.0031499566976,89.73292112350464,6500.0,9400.0,726.174737925,400,6.234312534332275,2.80162,27.08430504798889,0.3330085277557373,16.3998,0.00704439543188,380.7897114753723,16.4713,319.75,798.176006593,-1.99070360196e-09,0.9717421531677246,8.84756434782e-10,2.79727,0.090677696909,0.8626291751861572,24.59822130203247,24.885210514068604,245.5,0.982305,0.00314995758235,0.0,0.980135,0.126300418234,0.0
400,-0.00361449061893,87.79668664932251,8500.0,5600.0,708.094449915,400,7.24289345741272,2.80374,25.044432640075684,0.3189504146575928,16.4285,0.0072372816503,469.5388762950897,16.5063,348.0,854.866071382,-4.77302197766e-10,0.8758029937744141,5.82076054023e-12,2.79902,0.145065266258,0.8310651779174805,23.95119333267212,24.752469301223755,273.5,0.983394,0.00361449062475,0.0,0.981063,0.142333101063,0.0
400,-0.00346153927967,88.15631222724915,8100.0,7400.0,944.933727835,400,7.170734167098999,2.80012,25.182939767837524,0.35832691192626953,16.4706,0.00697106402367,558.5050773620605,16.4466,598.25,977.738174308,7.81146525242e-09,0.9271316528320312,-9.50240108821e-10,2.80158,0.131038784144,0.7917587757110596,24.198182344436646,24.651273012161255,500.5,0.981606,0.00346153832943,0.0,0.982275,0.154512170814,0.0
400,-0.00335406325758,88.58514499664307,11300.0,6100.0,965.182592829,400,8.319074630737305,2.80564,25.34050440788269,0.3169853687286377,16.4961,0.00679500633851,647.8823263645172,16.5377,779.5,1169.00801965,-5.23868504132e-10,0.8772165775299072,3.95812133069e-10,2.80312,0.123623046078,0.8436589241027832,23.19992470741272,24.5310001373291,645.25,0.984279,0.00335406365339,0.0,0.983015,0.121893322581,0.0
400,-0.00331348879263,90.5306761264801,11400.0,9400.0,1150.29300615,400,8.373503684997559,2.80217,26.22430157661438,0.8278403282165527,16.5417,0.00768316583708,739.2759902477264,16.4804,881.5,1476.56958861,-6.68223876232e-09,0.8996210098266602,4.77302808388e-10,2.80588,0.12913471781,0.8191628456115723,24.04098868370056,24.538554430007935,726.0,0.982633,0.00331348926993,0.0,0.984407,0.108720337671,0.0
400,-0.00329258502461,88.47882318496704,6000.0,4800.0,920.972855192,400,7.204611539840698,2.78979,25.683470249176025,0.36411547660827637,16.2912,0.0079754255712,828.6023313999176,16.2776,932.25,1096.55594363,-1.54832413557e-09,0.8912942409515381,-4.51473164409e-10,2.79063,0.159629341754,0.8949735164642334,24.142183780670166,24.55289363861084,797.0,0.976555,0.00329258457314,0.0,0.976923,0.156752760777,0.0
400,-0.00346681009978,87.09842824935913,11800.0,7800.0,1446.18454908,400,7.150039911270142,2.79795,25.113473892211914,0.32876133918762207,16.3803,0.00838600844145,916.4301002025604,16.411,1609.0,1871.51516157,7.54371587419e-09,0.8939971923828125,-8.96397955863e-10,2.79608,0.12524359914,0.8158464431762695,23.86938190460205,24.20640254020691,1324.5,0.980534,0.00346680920338,0.0,0.979603,0.168726670195,0.0
