0MinReturn,1MinReturn,1AveragePolicyStd,Time,MeanKL,1NumTrajs,ComputeUpdatedDistTime,0EnvExecTime,1ProcessExecTime,0MaxReturn,0PolicyExecTime,1Perplexity,0NumTrajs,1MaxReturn,0Entropy,LossBefore,1Entropy,MeanKLBefore,0AverageReturn,1PolicyExecTime,0StdReturn,0ProcessExecTime,ItrTime,dLoss,1ExplainedVariance,1StdReturn,1EnvExecTime,0AveragePolicyStd,LossAfter,1AverageReturn,0ExplainedVariance,0Perplexity
0.0,0.0,0.998969,105.13115882873535,0.00652655493468,1200,0.7038986682891846,14.14852786064148,1.1608788967132568,700.0,16.911112308502197,17.044,1200,800.0,2.83788,-1.1787051335e-09,2.8358,-2.49565279553e-09,2.66666666667,41.193060636520386,35.7242525775,0.6396453380584717,105.13115859031677,0.00411125108076,0.0489196469411,43.9184060377,26.38128924369812,1.0,-0.00411125225946,3.58333333333,0.0330747012632,17.0795
0.0,0.0,1.00505,209.921382188797,0.00969076808542,1200,0.07489275932312012,13.885223627090454,1.1613872051239014,1100.0,16.463483572006226,17.2518,1200,1000.0,2.85074,-6.69388100505e-10,2.84792,1.28056865112e-09,4.33333333333,41.12870645523071,54.447732327,0.6281490325927734,102.98181915283203,0.00447127388907,0.058427915317,70.8282351106,26.38072109222412,1.00646,-0.00447127455845,8.16666666667,0.0331510267807,17.3006
0.0,0.0,1.00095,315.6022357940674,0.00903277006,1200,0.07874298095703125,13.935699224472046,1.171337366104126,1500.0,16.634196996688843,17.1107,1200,1700.0,2.8375,5.60248736292e-10,2.83971,-2.91038593225e-09,9.08333333333,41.34760403633118,80.6793636702,0.6288821697235107,103.68401503562927,0.00642658081051,0.12782543138,170.503156536,26.562947511672974,0.999826,-0.00642658025026,31.4166666667,0.0408481317451,17.073
0.0,0.0,0.990168,420.32445216178894,0.00707146758214,1200,0.07240676879882812,13.518210649490356,1.1798641681671143,1400.0,16.139496088027954,16.7443,1200,2400.0,2.81939,-9.89530235529e-10,2.81806,1.26310473192e-08,19.4166666667,41.47051239013672,123.954264639,0.6126844882965088,102.89832067489624,0.00716211594408,0.253124714949,340.068252953,26.6126708984375,0.99081,-0.00716211693361,120.5,0.0504980951789,16.7666
0.0,0.0,0.99062,529.6057903766632,0.00804336182773,1200,0.07254862785339355,15.676105737686157,1.1799728870391846,1700.0,18.19361925125122,16.7604,1200,2500.0,2.82229,0.0,2.81902,3.95812271847e-09,34.25,41.57020115852356,174.409300689,0.7149128913879395,107.41577577590942,0.0107833510265,0.364830678597,608.23067627,26.7049298286438,0.992236,-0.0107833510265,352.333333333,0.0567689986551,16.8153
0.0,0.0,0.9813,634.6964626312256,0.00794069841504,1200,0.07511615753173828,14.75463581085205,1.1435418128967285,1900.0,17.129502534866333,16.4457,1200,2400.0,2.80141,-1.0768417269e-09,2.80007,1.44354883602e-08,52.0,40.142982959747314,219.725586433,0.6810739040374756,103.15790605545044,0.010133620206,0.389126309167,686.382303579,25.87869381904602,0.981935,-0.0101336212829,464.0,0.0711495058554,16.4679
0.0,0.0,0.964655,728.6550347805023,0.00908477418125,1200,0.0986928939819336,15.196521520614624,0.9168524742126465,2000.0,16.988303661346436,15.8925,1200,2600.0,2.76546,1.87719706446e-09,2.76585,-4.65661009752e-10,48.0,34.34680986404419,223.112826465,0.7033529281616211,92.07593655586243,0.00919060596789,0.447121827824,768.699749939,20.592302799224854,0.964448,-0.00919060409069,584.166666667,0.0846902664754,15.8863
0.0,0.0,0.944276,831.5470614433289,0.00719753839076,1200,0.07185935974121094,19.99274230003357,0.8894639015197754,1700.0,21.84429383277893,15.2267,1200,2500.0,2.72253,-2.32830643654e-10,2.72305,-1.8626444831e-09,36.0833333333,33.749881744384766,181.951439645,0.9123482704162598,100.96008014678955,0.0105348692741,0.419630348562,766.21080197,20.114224672317505,0.943991,-0.010534869507,634.583333333,0.0713393050427,15.2187
0.0,0.0,0.936273,935.8686943054199,0.00677575636655,1200,0.08141446113586426,19.966660737991333,0.9332983493804932,1600.0,21.078931093215942,14.9676,1200,2600.0,2.70309,2.31375452131e-09,2.70589,9.31322685638e-10,34.5,35.47792363166809,177.791310249,0.9089193344116211,102.68818211555481,0.0093208351027,0.480310638428,867.4386946,20.915452480316162,0.93491,-0.00932083278894,749.666666667,0.0849846928563,14.9257
0.0,0.0,0.923857,1040.227091550827,0.00672732619569,1200,0.0843052864074707,20.61509084701538,0.9040267467498779,1600.0,21.831115007400513,14.5732,1200,2800.0,2.68136,-1.62981450558e-09,2.67918,-9.31322019504e-10,26.8333333333,34.57346272468567,159.624472504,0.9366304874420166,102.67486691474915,0.00887511507608,0.48852858225,903.875817276,20.375325918197632,0.924831,-0.00887511670589,799.583333333,0.105798095568,14.6049
0.0,0.0,0.911959,1143.6169366836548,0.00651461305097,1200,0.3737642765045166,19.857922077178955,0.9045131206512451,1200.0,21.027483463287354,14.1998,1200,2600.0,2.65394,-1.04773789644e-09,2.65323,1.8626444831e-09,13.75,34.50975823402405,98.0778814684,0.9077868461608887,101.19567203521729,0.00789146113675,0.517638107909,906.798362831,20.309049367904663,0.912266,-0.00789146218449,737.75,0.064972815321,14.2099
0.0,0.0,0.905268,1248.3195054531097,0.00991199724376,1200,0.08133435249328613,20.023865461349487,0.9360840320587158,1500.0,21.15342402458191,13.9912,1200,2600.0,2.63463,-1.51339918375e-09,2.63843,1.86264470514e-09,10.1666666667,35.537049770355225,95.9859654093,0.9073648452758789,103.04639148712158,0.0115670770174,0.485297110446,883.076908536,21.06736993789673,0.903494,-0.0115670785308,779.583333333,0.0653745827989,13.9382
0.0,0.0,0.888664,1353.7857148647308,0.00880363583565,1200,0.08234858512878418,20.37627863883972,0.9321575164794922,1500.0,21.474782943725586,13.4859,1200,2700.0,2.60392,-1.33877620101e-09,2.60165,0.0,10.0833333333,35.48593544960022,94.9911911121,0.9286470413208008,103.74386811256409,0.00980058737332,0.552249714882,964.301269054,21.07753610610962,0.889665,-0.0098005887121,915.75,0.0782061535382,13.5166
